,label,tweet
3374,love,gatau deh nyaman aja sama ga kaya lain segi bahas pokok ga buat bosen padahal akutu bosenan orang akutu orang susah marah kalo sayang hmm ah
3375,anger,hmm koq yg ngganjel yach bawah menara tegang tinggi kira kasih kam apa krn sy liat bikin jln tuju menara url
3376,love,cinta negara rupa bentuk bela tanah air jadi pahlawan negara bentuk manifestasi harga tamu negara sedang undang negara
3377,sadness,ig post foto mulu bilang alay post tulis bilang galau mulu di save bikin whatsapp story kalo marah ama gebetan sak ro lalu otw mbalang anda kalem
3378,fear,coba cari terus siapa tahu yang cebur jatuh perangkap dalam gua gua gelap banjir jd licin bs ajach kepleset
3379,love,suka sama cewek beda kelas dong gue kelas waktu dan si cewek kalo gak lupa untuk kamu cinta pertama
3380,sadness,galau jg sih tp solusi utama ku sih bikin target rencana mau ngapain aja umur sekian trus fokus usaha utk capai biar ga terus pikir problem quarter life crisis
3381,happy,gpp miss exols bakal tetap nunggu pasti tau susah payah nya buat datangin exo semagat miss fighting aeris lain waktu kita bakalam ketemu uri exo jangan sedih
3382,sadness,moon cintars sedi bgt dong udh kek cinta segienam banyak yg matek ngarep si nikah sama si malah nikah sama si sad ending
3383,anger,di bbrp tempat sedia tmp contoh pasar gembrong tetap yang pakai trotoar harga dagang negeri juga punya atur semua happy
3384,happy,inshallah kalo gua rejeki foto bareng tom gua ga bakal kasih atur itu ina inu ribet gua post kesini bukan buat pamer bagi kebahagian jadi croplah komuk gua suka hati url
3385,love,tanggap aku cinta kamu apa ada eak apa aku erti sisi diri krn kita kembar aku ngerti klo kamu orang hitung organized sama ga mikirin penampilam pasang tp sisi jg perfectionist pokok feel you
3386,love,kasih sayang rupa suatu anugrah besar hidup lebih jika telah milik orang mau beri ikhlas tulus diri
3387,happy,uns universitas negeri surakarta daftar kampus cuma butuh kamu terima selamat kalah sekian ribu orang
3388,sadness,benar sepi tidak yang hanya kondisi lupa lupa tuhan selalu sama
3389,sadness,trs emak gue naksir semua sm baju yg gue beli dong trs nih beliau pen gamis yg dr hasil blusukan satu tengah jam cm dpt lalu bsk beliau minta beliin
3390,love,selamat sore aa gervan jangan lupa makan sore yah sayang jangan sampe cape kamu aku sayang kamu
3391,fear,kemarin udah jalan mau ngampus tiba sakit perut bulan pulang deh galfok to kan nyata udah penuh aja sakit gak parah kayak biasa gara mungkin hari masih nyeri aja plus serang nervous agenda besok gatenang euy
3392,fear,sukses tim ombudsman ri segala dan mohon benar fakta tindak lanjut serius tempo singkat tidak jadi banyak masalah buat tunggu lama olah mirip tunda laru
3393,love,kali kamu senyum pada hati lambung tinggi mata mulai bingung aku cinta kamu buah kalimat ingin aku dengar keluar bibir
3394,anger,klw blm knl hayu trus ngajakin tmuan gilir udah kenal puas ninggalin aja ntr klw butuh nongol hadeh loe kira gw boneka suka hati loe
3395,fear,apa aku tak repot sensei tanya khawatir hifumi ambil sandal lalu maka sedikit besar tak apa hanya sandal rumah
3396,fear,aku takut asa makin dalam kita terus sama lebih semenjak aku tau hati yang tunggu hyung aku makin takut url
3397,love,gak tau ngomong apa pokok aku sayang longguo
3398,sadness,jam pagi baru balik dr lokasi pagi langsung ngerjain begini kantor bener karyawan dedikasi tinggi
3399,fear,itu takut woy sumpah beneran sampe paralyzed gemeteran gabisa ngapa ngapain gabisa mikir temen temen gua bilang lu galar lari anjir malah diem situ gua kl jadi lu udh lari dah well would said the same thing if were you tp lu gatau rasa
3400,love,rp hai ele maaf gua ga romantis gua cuma mau ungkapin asa gua kalo gua tarik sama lu gua sayang sama lu gua cinta sama lu gua mau serius asa gua dah gausah panjang ele will you be mine url
3401,love,enggaaaaaaa karna sayang tida pandang umur karna aku bakal bucinin pasang aku jadi mau tua muda nya bakal aku ikutin terussd
3402,anger,uang ikut program bukan balik usul program uang sini plot uang dulu baru nyusun program jadi gin uang banyak bangun ga sentuh
3403,happy,hepi besdey pappa allello condropramonozld panjang umur sehat sentosa banyak rejeki makin soleh amin rabb malang url
3404,fear,jadi malam pulang jam langsung ganti baju terus mau cuci muka pas baru selesai cuci muka kmd pas handukin muka tbtb suara belakang aku persis udah jadi beberapa kali sesring kirakira apa rem bgt lamalama ganggu
3405,happy,malam super random bangets beli tiket makassar padahal abis beli tiket baru pikir mau ngapain yak makassar kangen jalan se random dulu
3406,anger,ya tinjau ulang sama team nya kalo beneran mau ngundang ini udah masuk sexual harassment mohon bijak ulang terima ksih url
3407,fear,seru bgt jadi manusia bnyk hubung sm manusia yg seru sih seruuu kadang ngebingungin jg jd gaenak malah atau tapi mo gimana lebih ngontrol ga baik lepas tangan ga bener sembunyi yaudahh dijalanin one step at time aja
3408,love,sayangkuuuu manusia normal disiniiii makasih banyak atas ucap makasih dulu mau bange gabung sini padahal oa ecek ecek pokok aku sayang banget love you
3409,happy,walopun doi buka sekolah isi video ignya tuh tahu buat modelling semua wonder hasn she think about all the pro model that could look into her profile instead and stole all the knowledge emang beda lah kalo orang humble
3410,love,apa harus minta syafaat sayyidi rasullullah cinta aku cinta layak kau cinta dengan apa harus cari ridhamu sayyidi rasullullah dengan akhlaq aku jaga budi pekerti layak kau budi pekerti umat
3411,anger,yang nge catfish in elo nyokap lo sendiri foto wa gapernah pake foto sendiri selalu pake foto gue banyak klien yang tiba ganjen tiba ngajak ketemu lah padahal gue nya aja boro yang modusin
3412,fear,temu harimau jawa kampung halaman saksi percaya makin turun jumlah makan kijang yg banyak buru milik senapan kuatir lambat laun gesek manusia
3413,love,malah ketawa padahal sini yg buat mewek tau sendiri kan aing kalo udah sayang sama orang gimana walaupun cuma sama bayang bayang lol
3414,sadness,aku gatau aku jaga cukup biaya hidup aku pada batas ku aku punya butuh ku gaya hidup tinggi harus aku takut ingat
3415,happy,program anak paling gari ramah anak recomended layak tonton mimin syukur data tunjuk anak umur tahun demen nonton itu arti generasi muda ada harap good job url
3416,sadness,jam tanggal juli fix gue ngerasa aneh ngerasa lo udah ubah biasa obayk understand
3417,sadness,pas cerita pak puh bapak sepuh mas bapak yg emg liat beliau langsung ikut kosan pas liat nyata emang nongkrongnya depan gudang tp ga bilang wujud gmn hmm
3418,sadness,gue juga ngatain sama perempuan putus rantai julit emang susah owislah ibarate sego uwis dadi bubur flying money money
3419,love,aww thank you ainin sayang aamiin moga moga mudah love you even more hahahahhaa okey ll change right now hehehehe thank yiu againss
3420,fear,yg nang motor gitu emg gapada takut tbtb bawa motor jadi ga fokus malah jatoh tabrak gua pernah nang motor ga histeris malah pikir rem aja ntar tbtb gua tabrak grgr ga fokus nyetir drama emg url
3421,fear,celaka kamar hotel tiket tak jual sebut kandung fixed cost relatif sama airlines pesawat habis bahan bakar hampir sama baik kursi pesawat sebut kosong isi tumpang
3422,sadness,moga mama bapa rusing teman teman lombok semua baik baik aja tdk gempa susul moga yg rinjani lekas di evakuasi
3423,fear,askmf guys temenku yg nyilet tangan sendiri aku takut lg depresi macam aku temennya hrs gimana beda kota skrg apa aku kasih tau ortunya tapi gaenak huhu
3424,sadness,aku bingung kok tiba tiba diem engga manggil aku tanya nah tak dengerin bener kok nafas anteng banget eh nyata udah buat nyaman sama bantal guling kasur
3425,sadness,mau banget disposable cameranya emg dr dulu ken punya aja tp blm smpt sayang duit
3426,happy,satu pilih meni ada daftar pilih haha jadi inti ingin bebas pikir pilih hidup tanpa intervensi pihak mana
3427,love,cinta mulai tutup logika tiup sukma hati apa kamu laku sempurna bagi aku temu ganjil dalam diri
3428,fear,aku ngerasain kok ekspresi kamu waktu aku mau beli toner kamu takut wajah aku tambah parah padahal aku udah ngerasa mending banget sejak pake skincare
3429,anger,marbot masjid semester akhir sahuuuur sahuuur sahuuuuur buru sahur woy skripsi tuh dilanjutin jangan liat liatin aja niat lulus gak via vallen mulu kampret lu ahhh
3430,fear,gue yg pagi mau naroh baju cuci liat kepala bayi nongol dr pintu gudang kek gue ngelantur abis gue takut bgt waktu
3431,anger,bajar orangtuamu kalian tau orang tua kalian banting tulang kita panas panas hujan
3432,sadness,obral jomblo semua nih depan baru putus satu belakang dah gk tahu kapan jomblonya with satu kata gk mau mantion url
3433,anger,ya slalu obat yg urgent hapus bpjs ganti klo sihh gpp jgn kr alas rugi terus abatyg perlu hapus
3434,happy,special thanks for you tetap anggap ku adek tak pernah sekalipun sakit ku harga ku apa ku laku
3435,fear,aku mulai takut hadap hari siksa dadak aku takut tidak
3436,anger,cuma mau nunjukkin kak kalo linimasa aku yg begini kamu samain sama yang gugah isu isu busuk politik da aku bilang apa lagi url
3437,love,luk adek sayang sabar adek hamil kan jangan emosi mulu bahaya loh buat kandung adek kan vian udah bilang ya kecup kening adek
3438,love,hallo en maaf baru bikin threadnya bow happy mensive ke aku sayang kalian makasih nde kalian udah mau nampung arin absurd aneh gak jelas you all are my family in this fake world you are so precious to me
3439,happy,pagi selalu ajar bahwa harap tiap langkah hidup
3440,happy,ada satu hari kau yg ikhlas hujat fitnah adu domba lang ringan hari hitung krn hukum terima dunia dg semua ikhlas terima jahat mrk pada urus mrk biar allah yg tangan
3441,love,armyyyyyy aku mau bilang aku sayang kaliannnnnnn huhuhuhu sayang bts jugaaaaa
3442,anger,siapa bilang pilkada panas bukti yg marah marah krn batal jadi calon gubernur jatim
3443,sadness,moga selamat anak anak gue pernah gua pindul rasa cekik padahal gua gede banget bayang gua sempit gimana rasa
3444,happy,sahabat perlu filosopi tidak milik nilai hidup tetapi yang beri nilai langsung hidup happy friendship day
3445,happy,akhir ku putar thamrin sampe pening kq lihat lihat yu kno wat banyak bgt dong baju kemeja koko bomber jacket kaos cakep bgt bwt brondong mantan
3446,happy,tempat sandar lebih banyak diam diam arti lupa semua hiruk piruk ada kerja macet tempat temu senyum iklas gak kamu dapetin tempat mana url
3447,love,cium dulu sayang
3448,sadness,sesat bgt harus kamu ajar bagai macam teori sosial sini kamu kasih bagai macam angka rumus yg bikin gak nyaman jatuh malah jadi orang paling tinggal kelas
3449,fear,rasa takut mati paling benar semua takut tidak risiko celaka orang yang sudah mati
3450,happy,aku orang yg dtng hidup ibu krn puruk aku dtng dgn banyak tanya hidup yg tak tak bs jawab sendiri semua jawab aku dptkan dr ibu hadir disaan semua jauh tinggal kusendri jawab dr semua tanya hidup
3451,happy,bau nya ndak amis bersih klo belanja tpi dpt ikan ato cumi yg masih baru besar trus harga tawar klo ketemu nelayan beli ikan di pasr ikan yg harga jauuhh lbh murah
3452,happy,lg ngobrol sama kiya dek doain mamah dek bisa blablabla dek kiya bantu doa manggut manggut senyum tulus bgt muka meski ga ngerti apa yg maksud tp tiap bilang doain dek pasti senyum smbl peluk
3453,sadness,jujur sedih gak nurutin ambisi lama dipengenin emang ajar ikhlas ridho benar benar serah semua tuhan kudu legowo
3454,love,indah jatuh cinta saat orang yg suka waktu tengok sambil senyum juga senyum balik kat
3455,sadness,muka minder sabar nggih semeton juga punya istri koq
3456,love,sayang apaa sayang banget banget bangeeeet sampe susah buat ngungkapinnya sayang tuh beda banget ga kayak fans idol kayak saudara sendiri kayak adek sendiri kayak anak sendiri jugaa rela banget buat
3457,anger,ngaku ci haha enga lah enak kamu
3458,sadness,perlu jadi siapa siapa usah jadi siapa siapa tidak usah jadi apa apa cukup happy cukup lega bangga meski hanya jadi butir debu tempel tiang bendera nu tidak sempat usap kiamat kh munif zuhri
3459,happy,selamat malam moga hari bisa jadi ajar besok ga laku salah tetap semangat karna tuhan sayang
3460,love,nih manusia tibatiba nyita perhati gara kira orang kalem nyata allahu bobrok banget tambah bobrok tambah cinta huhu bucin bgt sori url
3461,fear,kok yg pilih sihh takut malu univ walaupun kampus diri orang tdk sendiri kan lawan mahasiswa seluruh indonesia kali bor
3462,sadness,dear pak pak beneran ta ndak libur hari raya pak masa tanggal merah hari aja pakk baru pulang sholat takbir masa langsung rantau pak url
3463,happy,percaya coba di balik semua ada hikmah uji berapa jauh usaha jalan
3464,love,cinta baik harus buat jadi lebih baik belum bila cinta buat hidup lebih buruk jangan takut lepas pergi
3465,love,laku janji sebut kelvin lepas jari kelingking kembali erat peluk tubuh daniel aku sayang kamu niel
3466,fear,trauma sakit almarhum kakak gue sangat besar gue paling gabisa ngeliat orang sakit sekitar gue orang dekat gue rasa mau ledak
3467,happy,gaya presiden jokowi blusukan datang masyarakat tanya dengar diskus tak lupa salam masyarakat jumpa
3468,love,tamak sedikit gerak kepala bibir sentuh bagi atas kepala haruhi kecup kening sang kasih kalau aku puluh kali lebih rindu bisik tamak
3469,love,ira knightleeeeeyy biasa gue ga demen cowo yg diem sok cool gitu entah gerak gerik mr darcy kok bikin geli geli gitu hahaha
3470,sadness,icip belah sate gang lele mahal rasa biasa itu bakmi gang lele
3471,fear,wah bagus deh yg mau duet yg udah legend btw ada ngomong mau dueg mana kapan iya sih cuma takut suara jadi rusak ubah gitu salah teknik
3472,sadness,wah iya bgt mas di tempat kerja sering bgt dpt ga ngenakin cowok nganggepnya becandaan yg cewe nganggepnya yg salah knp begini knp
3473,happy,lebih tenang lebih berani tahan bola akhir lfc punya dm padan fernandinhonya city matic nya mu kantenya chelsea siap saing dah musim depan
3474,love,selalu ketawa mana selalu cubit cubit online mana aku beneran ngerasain sayang sama utuh walaupun aku gabisa nyentuh kamu nyata paruh aku ken bgt ngasih url
3475,anger,dear tdk sistem yg deteksi baharu ubah harga ongkir udh taun nih nombok terus kirim paket gara ongkir ga sesuai
3476,fear,kemudian bayang sesuatu diri sana amat jelas ritual bawa makhluk ke sini aku sama sekali tak erti apa yang jadi itu pikir terlalu penuh rasa bingung takut
3477,happy,acara nya seru bange pas ka abdul nyanyi suara nya bikin hati adem the best deh
3478,fear,mulai suruh bentak marah marah untung sih ga keras fisik segi mental yang jadi takut ga nyaman buat pergi sekolah sendiri walaupun kata cuma akting tapi tetep aja ngebekas
3479,anger,jorr macet total pintu tol pasar minggu jati asih udah hampir jam banyak asong tengah jalan truk jalur paling kanan bayar tol buat apa url
3480,happy,kain batik asli indonesia pahat kayu buat bikin bangku makin asik hati bahagia liat yg ayu rianna kuasa hati
3481,anger,bulan dana endap bukalapak gara beku bagaimana semua tanya pihak bukalapak bukti sudah saya kirim kan dagang kirim barang pesan lalu bl beku se
3482,happy,shawn mendes kalo pas nyanyi kita liat orang cuma bikin mesem gegara suara enak aja pas liat orang gin deh url
3483,love,cinta cinta cinta rumit paksa irasional jadi rasional jadi ada jatuh cinta kepada jgn heran tanya kok yah
